customer_nk,FAMILY,order_nk,order_datetime,order_rating,is_first_order,is_first_order_football,is_first_order_warmup,is_first_order_football_2024,is_first_order_bbq,coupon_code,product_nk,item_name,category_source,unit_volume_hl,unit_quantity,item_unit_value,line_item_offer_discount_value,item_ttc_descontado,item_ttc_cheio,item_subtotal_value,item_coupon_discount_value,poc_id,delivery_city,delivery_state,delivery_uf,geo,cnpj,order_cashback_value,order_shipping_value,order_subtotal_value,order_total_value,order_coupon_discount_value,order_longitude,order_latitude,delivery_datetime,delivery_time_in_minutes,unit_price_charged_tax_excl_local,unit_price_offered_tax_excl_local,unit_subtotal_charged_tax_excl_local,unit_subtotal_offered_tax_excl_local,source,is_fmr,is_fmr_football,is_fmr_football_2024,is_fmr_bbq,is_barbecue,is_football,is_football_2024,is_warm_up,is_full_potential,abi_product,is_sampling,PRODUCT_ID,SUBSOURCE_NAME,UUID,PROD_MATCH_RATIO,PRODUCT_DESCRIPTION,BRAND_ID,VARIANT,COMPANY,CATEGORY,PACKAGE,KIT_TYPE,RETURNABLE,VOLUME,PACK_QUANTITY,PGV_CODE,PGV_DESCRIPTION,MULTIPACK_PRODUCTS,BASKET,BASKET_CLUSTER,CLUSTER_AS,FUTURE_BEVS,INOVACAO,unit_subtotal_volume_hl,unit_volume_l,unit_subtotal_volume_l,lover_cluster,id_moment,id_purchase
CUST000029,ZestDrink,329086,2024-07-02 04:36:15,1.1,Yes,No,No,No,,,PROD6039,PopMax Pack,DTC,0.487,16,17.00,2.52,231.24,272.00,272.00,40.76,POC164,Meadowbrook,OH,PA,North,45434271600764,4.37,7.02,272.00,238.26,40.76,-110.2731,40.8122,2024-07-02 17:39:34,145,17.00,18.70,272.00,299.20,Web,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,2429,Online,42677524-5229,0.95,BubbleWave 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,0.7,22,PGV934,Premium Pack,No,Standard,Core,A,No,No,0.343,3.50,17.16,Occasional,22,338
CUST000164,RefreshPlus,433959,2023-11-28 21:37:08,1.7,Yes,No,Yes,Yes,,COUP72,PROD5886,FizzCola Pack,DTC,0.016,12,21.53,3.41,234.96,258.36,258.36,23.40,POC338,Georgetown,OH,TX,East,68436579368205,3.44,12.53,258.36,247.49,23.40,-93.0903,36.1645,2023-11-30 13:06:50,151,21.53,23.68,258.36,284.20,Web,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,5570,Online,71591634-9928,0.95,FizzCola 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,1.8,16,PGV812,Premium Pack,No,Standard,Core,A,No,No,0.157,1.29,19.99,Occasional,13,92
CUST000186,PopMax,747134,2024-06-17 18:43:07,3.3,No,Yes,No,No,0,,PROD9078,RefreshPlus Pack,DTC,0.278,16,10.39,0.09,146.07,166.24,166.24,20.17,POC804,Springfield,PA,TX,North,76246033664579,3.31,11.52,166.24,157.59,20.17,-100.3729,27.9496,2024-06-19 08:15:59,38,10.39,11.43,166.24,182.86,Web,No,No,Yes,No,No,No,No,No,No,Yes,No,6781,Online,96001324-4764,0.87,ZestDrink 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,1.7,8,PGV587,Premium Pack,No,Standard,Core,A,No,No,0.020,3.61,18.31,New,58,354
CUST000487,CrispSoda,109669,2023-09-06 23:17:59,4.0,No,Yes,No,No,,,PROD3228,SparkleUp Pack,DTC,0.237,7,17.10,1.27,114.35,119.70,119.70,5.35,POC150,Hilltown,TX,PA,South,71792465424542,0.31,10.25,119.70,124.60,5.35,-96.6494,27.1824,2023-09-06 22:43:22,51,17.10,18.81,119.70,131.67,Web,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,8036,Online,30015626-5959,0.82,PopMax 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,1.7,19,PGV462,Premium Pack,No,Standard,Core,A,No,No,0.458,1.45,11.92,Loyal,26,460
CUST000380,BubbleWave,858774,2024-07-12 17:32:47,1.7,Yes,No,No,No,1,,PROD7444,SparkleUp Pack,DTC,0.052,4,15.77,1.06,60.42,63.08,63.08,2.66,POC533,Lakeside,FL,FL,South,84249488876049,2.30,9.16,63.08,69.58,2.66,-84.7214,43.2903,2024-07-13 12:26:08,59,15.77,17.35,63.08,69.39,Web,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,2633,Online,90358090-9120,0.82,ZestDrink 12-Pack,BRD3,Regular,BevCo,Soft Drink,Can,Standard,No,0.7,13,PGV945,Premium Pack,No,Standard,Core,A,No,No,0.281,3.88,4.03,Regular,74,397
CUST000158,SparkleUp,927427,2023-08-14 04:58:54,1.2,Yes,Yes,No,Yes,1,,PROD6289,PopMax Pack,DTC,0.498,1,15.05,2.87,13.74,15.05,15.05,1.31,POC547,Georgetown,CA,IL,North,57567947429432,1.58,8.79,15.05,22.53,1.31,-112.9216,36.4908,2023-08-14 06:08:23,107,15.05,16.56,15.05,16.56,Web,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,6820,Online,21184000-4035,0.93,BubbleWave 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,0.6,6,PGV429,Premium Pack,No,Standard,Core,A,No,No,0.261,4.12,17.73,New,16,468
CUST000132,SparkleUp,436707,2023-09-26 23:08:07,2.9,Yes,No,Yes,No,1,COUP15,PROD2665,FizzCola Pack,DTC,0.301,7,10.33,4.62,59.66,72.31,72.31,12.65,POC601,Hilltown,TX,NY,North,96983291935619,0.28,8.84,72.31,68.50,12.65,-115.5134,39.4501,2023-09-28 11:32:39,77,10.33,11.36,72.31,79.54,Web,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,4559,Online,46748849-2262,0.96,CrispSoda 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,0.7,24,PGV330,Premium Pack,No,Standard,Core,A,No,No,0.305,4.47,11.63,New,82,74
CUST000365,RefreshPlus,500379,2024-12-15 08:34:09,4.0,Yes,Yes,No,No,,COUP10,PROD8589,FizzCola Pack,DTC,0.091,18,20.60,0.38,343.12,370.80,370.80,27.68,POC733,Riverside,NY,TX,North,82484724332456,2.26,13.70,370.80,356.82,27.68,-118.4215,27.8719,2024-12-17 05:48:49,133,20.60,22.66,370.80,407.88,Web,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,7835,Online,27578084-7021,0.99,ZestDrink 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,0.5,9,PGV551,Premium Pack,No,Standard,Core,A,No,No,0.130,2.28,8.90,Regular,48,248
CUST000350,CrispSoda,297152,2024-05-31 09:05:06,3.9,No,No,Yes,No,,COUP72,PROD5756,ZestDrink Pack,DTC,0.323,2,24.04,0.18,42.97,48.08,48.08,5.11,POC446,Riverside,FL,OH,North,79804844474495,3.71,9.39,48.08,52.36,5.11,-75.4926,44.5713,2024-06-01 11:11:29,158,24.04,26.44,48.08,52.89,Web,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,4009,Online,21064293-7672,0.96,ZestDrink 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,1.5,14,PGV115,Premium Pack,No,Standard,Core,A,No,No,0.419,0.83,9.57,Regular,32,429
CUST000235,CrispSoda,631932,2023-10-16 03:54:32,4.0,Yes,Yes,Yes,No,,COUP90,PROD9583,ZestDrink Pack,DTC,0.364,11,19.39,2.57,195.89,213.29,213.29,17.40,POC758,Georgetown,PA,OH,North,53207507261522,1.33,6.23,213.29,202.12,17.40,-117.1346,37.6000,2023-10-17 08:11:20,46,19.39,21.33,213.29,234.62,Web,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,8292,Online,41655018-9451,0.95,RefreshPlus 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,1.6,10,PGV192,Premium Pack,No,Standard,Core,A,No,No,0.416,0.34,4.99,Regular,50,75
CUST000162,BubbleWave,243814,2023-06-29 20:59:21,1.4,Yes,No,No,No,1,COUP151,PROD1730,RefreshPlus Pack,DTC,0.093,6,7.19,3.15,39.51,43.14,43.14,3.63,POC123,Meadowbrook,TX,TX,North,32676674808049,4.54,10.63,43.14,50.14,3.63,-86.9462,26.6431,2023-07-01 13:13:48,74,7.19,7.91,43.14,47.45,Web,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,7748,Online,31456780-6255,0.83,RefreshPlus 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,1.9,16,PGV294,Premium Pack,No,Standard,Core,A,No,No,0.017,3.69,4.95,Regular,91,16
CUST000370,BubbleWave,889432,2023-07-24 21:24:41,4.7,No,No,No,No,,COUP42,PROD4449,SparkleUp Pack,DTC,0.071,18,14.97,1.01,250.39,269.46,269.46,19.07,POC569,Meadowbrook,PA,PA,Central,20867572257429,1.78,6.13,269.46,256.52,19.07,-89.4217,31.8949,2023-07-25 10:56:03,177,14.97,16.47,269.46,296.41,Web,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,5235,Online,68537194-9628,0.83,BubbleWave 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,0.3,6,PGV222,Premium Pack,No,Standard,Core,A,No,No,0.470,0.54,3.40,Regular,13,294
CUST000266,PopMax,553446,2023-08-18 11:43:15,3.4,Yes,No,No,No,,,PROD4199,SparkleUp Pack,DTC,0.448,14,23.41,2.55,293.66,327.74,327.74,34.08,POC736,Meadowbrook,PA,PA,Central,41560431197775,4.56,11.93,327.74,305.59,34.08,-101.4120,40.1247,2023-08-19 19:12:05,89,23.41,25.75,327.74,360.51,Web,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,7199,Online,25612773-8880,0.99,ZestDrink 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,0.9,24,PGV405,Premium Pack,No,Standard,Core,A,No,No,0.070,2.38,2.81,New,6,266
CUST000120,ZestDrink,866894,2024-08-23 08:21:08,2.0,No,Yes,No,No,0,,PROD8741,CrispSoda Pack,DTC,0.210,2,16.46,1.30,29.68,32.92,32.92,3.24,POC944,Lakeside,NY,IL,West,69078544302431,1.23,11.45,32.92,41.13,3.24,-116.4054,36.1741,2024-08-23 20:04:10,124,16.46,18.11,32.92,36.21,Web,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,7609,Online,30023543-5072,0.89,SparkleUp 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,1.4,7,PGV543,Premium Pack,No,Standard,Core,A,No,No,0.474,4.26,17.96,Regular,92,276
CUST000302,PopMax,968607,2024-09-05 02:02:34,3.3,Yes,No,No,Yes,1,COUP111,PROD2073,FizzCola Pack,DTC,0.191,17,7.84,4.12,109.16,133.28,133.28,24.12,POC940,Hilltown,OH,OH,South,58745063351564,3.99,5.58,133.28,114.74,24.12,-86.8382,34.2451,2024-09-06 10:44:04,118,7.84,8.62,133.28,146.61,Web,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,6607,Online,31367130-3425,0.91,RefreshPlus 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,0.7,9,PGV505,Premium Pack,No,Standard,Core,A,No,No,0.045,0.93,2.13,New,73,485
CUST000159,CrispSoda,149791,2024-08-27 09:01:00,4.1,Yes,No,No,No,,COUP63,PROD6866,RefreshPlus Pack,DTC,0.016,5,6.88,3.52,30.19,34.40,34.40,4.21,POC149,Springfield,CA,PA,West,87506599184563,4.53,9.27,34.40,39.46,4.21,-113.3642,27.3082,2024-08-28 07:14:20,124,6.88,7.57,34.40,37.84,Web,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,2052,Online,90574899-7891,0.89,CrispSoda 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,1.7,17,PGV793,Premium Pack,No,Standard,Core,A,No,No,0.140,4.81,11.17,Occasional,80,153
CUST000239,CrispSoda,248964,2024-01-05 03:56:50,4.7,No,No,No,No,,COUP177,PROD2459,SparkleUp Pack,DTC,0.141,2,22.76,4.14,44.44,45.52,45.52,1.08,POC343,Springfield,CA,CA,West,65168169402916,2.34,13.22,45.52,57.66,1.08,-88.6761,45.5950,2024-01-05 06:08:25,170,22.76,25.04,45.52,50.07,Web,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,7546,Online,57172285-8947,0.91,SparkleUp 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,1.5,7,PGV667,Premium Pack,No,Standard,Core,A,No,No,0.110,3.14,16.27,New,97,282
CUST000096,BubbleWave,488807,2024-10-04 17:08:03,2.2,No,No,Yes,No,,COUP108,PROD8315,PopMax Pack,DTC,0.194,6,22.15,1.23,121.34,132.90,132.90,11.56,POC392,Hilltown,FL,OH,South,74411129367587,4.48,10.89,132.90,132.23,11.56,-75.3509,44.7736,2024-10-06 12:20:19,176,22.15,24.37,132.90,146.19,Web,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,1761,Online,86229054-7161,0.83,SparkleUp 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,1.4,24,PGV394,Premium Pack,No,Standard,Core,A,No,No,0.258,3.75,11.75,Occasional,77,237
CUST000372,CrispSoda,726027,2023-07-11 18:23:48,1.9,No,No,No,No,,,PROD3046,RefreshPlus Pack,DTC,0.351,14,11.80,4.93,143.90,165.20,165.20,21.30,POC712,Georgetown,IL,OH,West,88212138913801,4.17,11.85,165.20,155.75,21.30,-70.4818,34.8184,2023-07-11 15:59:22,180,11.80,12.98,165.20,181.72,Web,Yes,No,Yes,No,No,No,No,No,No,Yes,No,5311,Online,12280897-9675,0.89,BubbleWave 12-Pack,BRD3,Regular,BevCo,Soft Drink,Can,Standard,No,1.8,12,PGV425,Premium Pack,No,Standard,Core,A,No,No,0.448,3.99,17.78,New,35,32
CUST000210,FizzCola,699193,2024-11-13 03:55:15,2.7,Yes,No,No,Yes,,COUP8,PROD2461,RefreshPlus Pack,DTC,0.471,7,16.71,4.04,113.14,116.97,116.97,3.83,POC895,Meadowbrook,CA,OH,Central,22255841767929,2.74,8.95,116.97,122.09,3.83,-100.6239,43.0345,2024-11-14 13:04:13,35,16.71,18.38,116.97,128.67,Web,Yes,No,No,No,No,Yes,No,No,No,Yes,No,2990,Online,71650410-7918,0.96,ZestDrink 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,0.9,12,PGV828,Premium Pack,No,Standard,Core,A,No,No,0.183,0.46,12.41,Occasional,91,281
CUST000346,CrispSoda,532897,2024-09-18 14:47:58,2.1,Yes,No,Yes,Yes,,COUP102,PROD1345,BubbleWave Pack,DTC,0.048,18,23.10,0.47,379.95,415.80,415.80,35.85,POC723,Springfield,PA,TX,East,90923810665843,4.00,13.60,415.80,393.55,35.85,-80.2435,32.4133,2024-09-19 13:27:13,176,23.10,25.41,415.80,457.38,Web,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,6423,Online,25410879-2147,0.88,ZestDrink 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,0.4,17,PGV954,Premium Pack,No,Standard,Core,A,No,No,0.413,0.60,19.22,Occasional,26,114
CUST000093,ZestDrink,692829,2023-02-08 02:35:54,3.0,No,Yes,No,Yes,,COUP56,PROD9005,BubbleWave Pack,DTC,0.175,4,7.84,1.03,29.12,31.36,31.36,2.24,POC891,Georgetown,FL,CA,South,65312706488114,2.74,11.74,31.36,40.86,2.24,-98.5788,27.3307,2023-02-08 11:11:07,172,7.84,8.62,31.36,34.50,Web,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,6974,Online,30036287-8606,0.84,SparkleUp 12-Pack,BRD4,Regular,BevCo,Soft Drink,Can,Standard,No,1.3,12,PGV984,Premium Pack,No,Standard,Core,A,No,No,0.027,2.82,15.28,New,74,432
CUST000018,CrispSoda,243320,2023-05-15 01:44:20,2.7,Yes,Yes,Yes,No,1,,PROD5896,PopMax Pack,DTC,0.059,10,8.10,0.83,73.20,81.00,81.00,7.80,POC155,Hilltown,FL,PA,North,41825553817907,0.07,10.02,81.00,83.22,7.80,-109.2979,27.8991,2023-05-15 19:56:33,110,8.10,8.91,81.00,89.10,Web,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,5380,Online,46867824-3991,0.97,CrispSoda 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,1.0,11,PGV156,Premium Pack,No,Standard,Core,A,No,No,0.171,1.68,3.64,Occasional,18,493
CUST000250,ZestDrink,379061,2024-05-18 19:41:55,1.0,Yes,Yes,Yes,Yes,,,PROD6305,BubbleWave Pack,DTC,0.024,9,16.99,3.57,126.95,152.91,152.91,25.96,POC144,Meadowbrook,PA,CA,West,62492561382098,0.02,13.33,152.91,140.28,25.96,-95.2690,44.2041,2024-05-20 15:48:33,131,16.99,18.69,152.91,168.20,Web,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,8809,Online,87349733-8889,0.96,PopMax 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,1.5,7,PGV622,Premium Pack,No,Standard,Core,A,No,No,0.401,1.00,3.56,Occasional,78,209
CUST000073,RefreshPlus,685657,2024-09-20 00:40:15,4.4,Yes,Yes,No,No,,,PROD3246,SparkleUp Pack,DTC,0.335,13,24.27,2.91,301.84,315.51,315.51,13.67,POC392,Georgetown,NY,OH,West,54815231625634,3.67,5.89,315.51,307.73,13.67,-97.2483,35.0269,2024-09-21 00:37:27,59,24.27,26.70,315.51,347.06,Web,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,4119,Online,36592908-8473,0.98,BubbleWave 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,0.9,16,PGV190,Premium Pack,No,Standard,Core,A,No,No,0.292,4.38,17.26,Regular,64,227
CUST000325,CrispSoda,875154,2024-03-24 08:51:27,1.8,Yes,Yes,Yes,No,,COUP8,PROD1467,ZestDrink Pack,DTC,0.411,12,21.70,3.36,257.81,260.40,260.40,2.59,POC164,Riverside,NY,CA,East,31537637138793,4.26,13.86,260.40,271.67,2.59,-74.0155,39.3822,2024-03-25 17:31:58,154,21.70,23.87,260.40,286.44,Web,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,6328,Online,58692864-6277,0.89,BubbleWave 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,1.5,18,PGV671,Premium Pack,No,Standard,Core,A,No,No,0.451,4.67,2.82,Occasional,76,367
CUST000424,SparkleUp,714996,2024-09-02 05:05:16,4.0,No,Yes,No,No,,,PROD5152,BubbleWave Pack,DTC,0.063,3,22.98,1.88,56.61,68.94,68.94,12.33,POC917,Lakeside,PA,OH,Central,80827170475595,2.69,8.97,68.94,65.58,12.33,-114.5738,45.6741,2024-09-03 10:36:15,130,22.98,25.28,68.94,75.83,Web,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,8873,Online,43083817-4801,0.84,SparkleUp 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,0.6,18,PGV543,Premium Pack,No,Standard,Core,A,No,No,0.361,0.63,12.28,Loyal,36,367
CUST000400,SparkleUp,899603,2024-10-29 04:26:20,2.1,Yes,No,No,Yes,0,,PROD5392,SparkleUp Pack,DTC,0.074,14,12.09,1.38,147.10,169.26,169.26,22.16,POC140,Georgetown,FL,CA,West,93925594699926,4.01,14.65,169.26,161.75,22.16,-107.4749,36.3554,2024-10-30 11:39:33,151,12.09,13.30,169.26,186.19,Web,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,2685,Online,99684903-2472,0.90,RefreshPlus 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,1.3,7,PGV588,Premium Pack,No,Standard,Core,A,No,No,0.073,2.65,8.49,Occasional,10,55
CUST000300,SparkleUp,552073,2023-05-23 17:07:23,1.2,No,No,No,No,,COUP48,PROD9984,BubbleWave Pack,DTC,0.197,9,11.04,0.27,86.01,99.36,99.36,13.35,POC679,Hilltown,IL,FL,North,61985555865476,1.83,9.21,99.36,95.22,13.35,-76.6359,27.0557,2023-05-24 11:58:47,177,11.04,12.14,99.36,109.30,Web,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,1029,Online,85175404-1526,0.97,PopMax 12-Pack,BRD4,Regular,BevCo,Soft Drink,Can,Standard,No,1.8,15,PGV797,Premium Pack,No,Standard,Core,A,No,No,0.394,3.84,2.85,Regular,73,256
CUST000359,PopMax,343480,2023-06-22 15:11:17,3.9,No,Yes,No,No,,COUP177,PROD9658,RefreshPlus Pack,DTC,0.106,9,15.06,0.35,124.68,135.54,135.54,10.86,POC891,Lakeside,PA,NY,East,37144420627792,0.49,6.64,135.54,131.32,10.86,-74.4334,45.6601,2023-06-23 15:22:49,62,15.06,16.57,135.54,149.09,Web,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,1614,Online,94392192-8196,0.98,RefreshPlus 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,0.7,17,PGV974,Premium Pack,No,Standard,Core,A,No,No,0.246,4.62,1.25,Loyal,52,420
CUST000328,SparkleUp,681525,2024-07-31 19:10:51,2.2,No,Yes,Yes,No,,COUP35,PROD8315,RefreshPlus Pack,DTC,0.199,4,13.08,1.94,45.97,52.32,52.32,6.35,POC918,Springfield,IL,NY,North,51893336880390,1.82,13.73,52.32,59.70,6.35,-71.2804,40.5885,2024-08-02 09:47:54,67,13.08,14.39,52.32,57.55,Web,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,7030,Online,98473348-3364,0.99,BubbleWave 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,0.4,6,PGV330,Premium Pack,No,Standard,Core,A,No,No,0.343,3.26,19.30,New,89,316
CUST000238,FizzCola,596204,2023-06-09 05:38:55,2.7,No,No,No,Yes,0,COUP42,PROD8174,BubbleWave Pack,DTC,0.451,6,12.15,3.51,68.43,72.90,72.90,4.47,POC728,Georgetown,CA,IL,South,16122860412765,3.49,10.63,72.90,79.06,4.47,-100.7362,43.5977,2023-06-09 17:40:56,44,12.15,13.37,72.90,80.19,Web,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,3241,Online,12928114-8182,0.87,PopMax 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,0.8,17,PGV355,Premium Pack,No,Standard,Core,A,No,No,0.461,3.07,2.94,Loyal,73,259
CUST000175,SparkleUp,283005,2023-02-18 09:19:19,1.7,No,Yes,No,No,1,COUP16,PROD5713,ZestDrink Pack,DTC,0.190,19,21.65,0.79,390.32,411.35,411.35,21.03,POC701,Meadowbrook,OH,PA,Central,58682637588884,4.50,10.07,411.35,400.39,21.03,-74.2585,26.0590,2023-02-18 08:17:07,76,21.65,23.82,411.35,452.49,Web,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4187,Online,25720646-9181,0.94,SparkleUp 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,0.7,16,PGV521,Premium Pack,No,Standard,Core,A,No,No,0.343,1.45,14.60,Regular,86,43
CUST000478,RefreshPlus,817971,2024-09-22 11:47:49,2.3,No,No,No,No,0,,PROD8374,FizzCola Pack,DTC,0.044,3,20.63,3.39,52.43,61.89,61.89,9.46,POC526,Riverside,FL,NY,West,11632411748169,3.58,12.30,61.89,64.73,9.46,-104.8967,36.9572,2024-09-23 16:04:09,149,20.63,22.69,61.89,68.08,Web,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,7397,Online,67085610-3539,0.96,BubbleWave 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,1.7,21,PGV688,Premium Pack,No,Standard,Core,A,No,No,0.390,4.27,6.67,Occasional,3,118
CUST000342,FizzCola,491018,2023-02-27 11:30:30,4.5,Yes,Yes,No,Yes,,COUP154,PROD4289,ZestDrink Pack,DTC,0.374,10,8.77,0.48,75.12,87.70,87.70,12.58,POC649,Hilltown,CA,OH,West,15516362291985,0.14,8.62,87.70,83.74,12.58,-81.7618,33.4654,2023-02-28 08:15:36,86,8.77,9.65,87.70,96.47,Web,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,7384,Online,45103015-7809,0.99,ZestDrink 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,0.5,20,PGV632,Premium Pack,No,Standard,Core,A,No,No,0.393,4.95,10.15,New,44,61
CUST000213,RefreshPlus,588778,2023-02-21 21:20:34,4.7,No,No,No,No,,COUP161,PROD6035,ZestDrink Pack,DTC,0.043,14,22.93,3.72,273.10,321.02,321.02,47.92,POC612,Hilltown,PA,NY,Central,23663134544371,1.27,9.56,321.02,282.66,47.92,-112.4411,28.7839,2023-02-23 06:55:35,82,22.93,25.22,321.02,353.12,Web,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,7347,Online,95324400-4689,0.90,FizzCola 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,0.5,7,PGV426,Premium Pack,No,Standard,Core,A,No,No,0.194,1.57,14.18,Occasional,22,65
CUST000250,SparkleUp,852070,2023-08-29 18:54:02,1.1,No,No,Yes,No,0,COUP6,PROD4395,BubbleWave Pack,DTC,0.315,6,16.34,3.79,79.89,98.04,98.04,18.15,POC344,Georgetown,PA,IL,South,70304247329112,1.64,11.87,98.04,91.76,18.15,-91.9125,39.5702,2023-08-30 04:31:05,112,16.34,17.97,98.04,107.84,Web,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,7158,Online,41969683-1939,0.82,BubbleWave 12-Pack,BRD4,Regular,BevCo,Soft Drink,Can,Standard,No,0.6,24,PGV706,Premium Pack,No,Standard,Core,A,No,No,0.401,4.09,6.19,New,70,31
CUST000101,PopMax,752821,2023-05-07 05:52:14,2.4,No,No,Yes,Yes,,,PROD2974,PopMax Pack,DTC,0.129,14,6.34,4.51,79.07,88.76,88.76,9.69,POC688,Hilltown,OH,FL,East,22488097300145,2.56,7.72,88.76,86.79,9.69,-95.5580,30.2085,2023-05-08 15:22:42,139,6.34,6.97,88.76,97.64,Web,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,9370,Online,89481485-8520,0.97,RefreshPlus 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,1.1,7,PGV745,Premium Pack,No,Standard,Core,A,No,No,0.396,2.96,13.53,Regular,56,263
CUST000396,CrispSoda,373101,2024-05-22 00:34:28,4.4,No,Yes,Yes,No,0,COUP147,PROD4535,BubbleWave Pack,DTC,0.055,12,18.48,4.97,208.97,221.76,221.76,12.79,POC904,Hilltown,TX,NY,East,15717427756719,4.52,14.11,221.76,223.08,12.79,-96.1928,34.7747,2024-05-23 13:46:45,153,18.48,20.33,221.76,243.94,Web,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,8405,Online,69625710-7573,0.81,SparkleUp 12-Pack,BRD4,Regular,BevCo,Soft Drink,Can,Standard,No,1.9,10,PGV936,Premium Pack,No,Standard,Core,A,No,No,0.109,4.61,13.19,Regular,74,154
